11/30/2015,1,-0.1811,0.6778,-0.2996,159.5616,-6.3153,100.1000,-1.0000,0.0000,1013.8747,0.0000
11/30/2015,2,-0.1494,0.5258,-0.1160,151.7402,-6.0554,100.1000,-1.0000,0.0000,1013.4997,0.0000
11/30/2015,3,-0.0580,0.4529,-0.0798,141.2775,-6.0938,100.1000,-1.0000,0.0000,1013.4308,0.0000
11/30/2015,4,-0.0154,0.5650,-0.0021,129.9593,-6.1373,100.1000,-1.0000,0.0000,1013.3300,0.0000
11/30/2015,5,0.1022,0.4242,0.0263,118.4602,-6.1955,100.1000,-1.0000,0.0000,1013.2442,0.0000
11/30/2015,6,0.4802,0.6073,0.5808,107.1254,-7.0068,100.1000,-1.0000,0.0000,1013.0958,0.0000
11/30/2015,7,-0.0343,0.4238,-0.1362,96.2257,-6.7670,100.1000,-1.0000,0.0000,1013.4090,0.0000
11/30/2015,8,5.0657,0.4440,6.9686,85.8621,-6.6278,100.1000,19.0000,0.0000,1013.7232,0.0000
11/30/2015,9,20.2519,8.4456,30.4616,76.9274,-6.1520,97.7450,56.8667,0.0000,1013.8193,0.0000
11/30/2015,10,299.1549,464.5029,129.6470,69.4760,-4.5160,80.1150,24.9500,0.0000,1013.8185,0.0000
11/30/2015,11,498.2025,938.7107,74.9180,64.1973,-2.3104,64.4222,6.5000,0.3969,1013.6800,0.0127
11/30/2015,12,578.1033,969.1868,101.9357,61.6821,-1.8145,61.5635,11.1667,0.9055,1013.1363,0.0254
11/30/2015,13,386.1043,449.6536,163.6849,62.2734,-1.3838,60.3865,28.7586,0.4739,1012.5475,0.0169
11/30/2015,14,529.5803,917.7238,139.3840,65.8864,-1.0788,40.1692,25.6000,3.1701,1012.1802,0.0000
11/30/2015,15,404.1264,890.8305,116.0651,72.0568,-0.8555,32.9242,26.3500,2.3291,1012.1712,0.0042
11/30/2015,16,214.4121,719.3738,81.0909,80.1578,-1.8022,32.2348,38.9000,2.1935,1012.2657,0.0000
11/30/2015,17,31.7696,63.6696,25.6767,89.6135,-2.9893,34.0562,7.1167,2.6410,1012.6172,0.0000
11/30/2015,18,0.1287,1.1502,-0.5168,100.2567,-3.8120,33.3243,-1.0000,3.0549,1012.7705,0.0000
11/30/2015,19,-0.0344,0.9354,-0.6526,111.3542,-4.0539,34.1033,-1.0000,2.5921,1012.6907,0.0000
11/30/2015,20,-0.3590,0.7806,-0.7407,122.7885,-3.9114,33.3388,-1.0000,1.9299,1012.9512,0.0000
11/30/2015,21,-0.4158,0.7116,-0.8702,134.2786,-4.4315,34.8848,-1.0000,1.5577,1012.8375,0.0000
